Iteration	Posterior	Likelihood	Prior	alpha[1]	alpha[2]	alpha[3]	diversification	lambda	mole_branch_rate_mean	mole_branch_rates[1]	mole_branch_rates[2]	mole_branch_rates[3]	mole_branch_rates[4]	mole_branch_rates[5]	mole_branch_rates[6]	mole_branch_rates[7]	mole_branch_rates[8]	mole_branch_rates[9]	mole_branch_rates[10]	mole_branch_rates[11]	mole_branch_rates[12]	mole_branch_rates[13]	mole_branch_rates[14]	mole_branch_rates[15]	mole_branch_rates[16]	mole_branch_rates[17]	mole_branch_rates[18]	mole_branch_rates[19]	mole_branch_rates[20]	mole_branch_rates[21]	mole_branch_rates[22]	mole_clock_rate_mean	mole_clock_rate_sd	mole_proportional_rates[1]	mole_proportional_rates[2]	mole_proportional_rates[3]	mole_relative_rates[1]	mole_relative_rates[2]	mole_relative_rates[3]	morph_branch_rates[1]	morph_branch_rates[2]	morph_branch_rates[3]	morph_branch_rates[4]	morph_branch_rates[5]	morph_branch_rates[6]	morph_branch_rates[7]	morph_branch_rates[8]	morph_branch_rates[9]	morph_branch_rates[10]	morph_branch_rates[11]	morph_branch_rates[12]	morph_branch_rates[13]	morph_branch_rates[14]	morph_branch_rates[15]	morph_branch_rates[16]	morph_branch_rates[17]	morph_branch_rates[18]	morph_branch_rates[19]	morph_branch_rates[20]	morph_branch_rates[21]	morph_branch_rates[22]	morph_clock_rate	morph_clock_rate_log	morph_site_rate_alpha	morph_site_rates[1]	morph_site_rates[2]	morph_site_rates[3]	morph_site_rates[4]	mu	num_sampled_ancestors	origin_time	psi	relext	t[1]	t[2]	TL
800	-10891.4	-10887.18	-4.22942	0.276858	0.569114	0.930092	0.07152168	0.6342182	0.002551776	0.0057742	0.000932852	0.0013875	0.00207427	0.00276579	0.00519607	0.00220353	0.00153509	0.000760903	0.00155437	0.00110272	0.00158789	0.000911286	0.000762863	0.000815101	0.000862247	0.00186547	0.0170883	0.00210974	0.00368159	0.000473689	0.000693644	0.00276006	0.9548214	0.637027	0.0896653	0.273308	1.91108	0.268996	0.819923	0.00677677	0.00109482	0.00162841	0.00243442	0.00324602	0.00609825	0.00258613	0.00180163	0.000893018	0.00182425	0.00129418	0.0018636	0.00106951	0.000895318	0.000956627	0.00101196	0.00218938	0.0200553	0.00247605	0.00432082	0.000555936	0.00081408	0.002994839	-5.810865	0.05872186	3.10595e-11	8.30986e-06	0.0124468	3.98754	0.5626965	0	87.1489	6.088305e-05	0.8872286	36.6157	52.3754	621.0716
810	-10880.59	-10881.51	0.9227451	0.233427	0.812659	0.855211	0.06260857	0.5422132	0.002300742	0.000323058	0.000891632	0.00198177	0.00173616	0.00236292	0.00633064	0.00319778	0.00143828	0.000795013	0.00109476	0.000600813	0.00145131	0.0007195	0.000762863	0.00409993	0.00117272	0.000306533	0.0132867	0.00167465	0.00298238	0.000484985	0.0029219	0.00193031	0.9548214	0.62884	0.0892423	0.281918	1.88652	0.267727	0.845753	0.000447037	0.00123381	0.00274231	0.00240243	0.00326974	0.00876013	0.00442498	0.00199024	0.00110011	0.00151489	0.000831385	0.00200828	0.000995621	0.00105562	0.00567335	0.00162276	0.000424169	0.0183857	0.00231732	0.00412692	0.000671107	0.00404323	0.00318369	-5.749714	0.1900447	0.000369959	0.0282369	0.35718	3.61421	0.4796046	0	90.81787	2.66066e-05	0.8845315	36.6157	52.3548	573.3218
820	-10874.13	-10881.88	7.755191	0.267871	1.27486	0.926629	0.06660127	0.5240596	0.001537089	0.000781578	0.00113848	0.000994674	0.00185687	0.00168722	0.00495569	0.00207615	0.00143828	0.000818655	0.00131132	0.000757539	0.00320975	0.000658332	0.00117433	0.00215026	0.00160861	0.000215891	0.000927676	0.00244267	0.00168254	0.000637744	0.0012917	0.001286284	0.7213535	0.577884	0.0896878	0.332428	1.73365	0.269063	0.997285	0.000850156	0.00123837	0.00108195	0.0020198	0.00183526	0.00539052	0.00225832	0.00156448	0.000890486	0.00142638	0.000824008	0.00349138	0.000716096	0.00127737	0.00233894	0.00174975	0.000234834	0.00100907	0.00265699	0.00183017	0.000693702	0.00140504	0.001671958	-6.39376	0.01400693	5.82408e-44	3.61216e-22	2.02109e-09	4	0.4574583	0	90.27773	5.809002e-05	0.8729128	36.6157	52.3548	612.7561
830	-10875.12	-10885.63	10.50939	0.265757	1.01041	0.76826	0.06660127	0.209736	0.001341361	0.000277318	0.000676836	0.000548264	0.00164578	0.00173029	0.00450202	0.00225412	0.00148372	0.000646026	0.00109597	0.000763949	0.00320975	0.00045504	0.000767651	0.00107444	0.00134823	0.000908556	0.00132801	0.0023094	0.00096768	0.000885553	0.000631331	0.001593465	0.7801505	0.568304	0.101657	0.330039	1.70491	0.304971	0.990118	0.0039006	0.00952001	0.00771158	0.0231487	0.0243373	0.0633229	0.0317052	0.0208692	0.00908666	0.0154154	0.0107453	0.0451466	0.00640035	0.0107974	0.0151126	0.0189634	0.0127793	0.0186791	0.0324828	0.0136109	0.0124557	0.00887997	0.01886686	-3.970348	0.9296899	0.12272	0.454548	0.987297	2.43543	0.1431347	0	97.36357	9.525825e-05	0.6824519	37.2739	52.3548	649.1935
840	-10873.57	-10879.98	6.416707	0.287789	0.611744	1.01873	0.05080286	0.3072384	0.001390853	0.000476364	0.000750521	0.000478524	0.00189578	0.00168891	0.00629211	0.00175301	0.00173117	0.000697124	0.00163214	0.000640569	0.00222025	0.000229989	0.000767651	0.000499114	0.00132265	0.000801288	0.0014541	0.00142832	0.00126996	0.000413905	0.00215533	0.001463426	0.64922	0.585289	0.100492	0.314218	1.75587	0.301477	0.942655	0.00282787	0.00445538	0.0028407	0.011254	0.010026	0.0373523	0.0104065	0.0102769	0.00413839	0.00968898	0.00380266	0.0131802	0.0013653	0.00455706	0.00296293	0.00785173	0.00475674	0.00863207	0.00847903	0.00753897	0.0024571	0.0127948	0.008256624	-4.796739	4.710832	0.489606	0.796685	1.08377	1.62994	0.2564355	0	97.78044	0.0001403982	0.8346468	40.2953	52.3548	623.9101
850	-10880.47	-10884.46	3.984083	0.241671	0.927535	0.87334	0.0683487	0.1445481	0.001620876	0.000354792	0.00089139	0.000461506	0.00182292	0.00113238	0.00570557	0.00111597	0.0017038	0.000508584	0.00129791	0.000709528	0.00401251	0.000743407	0.00279548	0.000990394	0.000446133	0.000619846	0.00177254	0.00167505	0.00309172	0.00144353	0.00236431	0.001656378	0.730831	0.633809	0.0828476	0.283343	1.90143	0.248543	0.85003	0.00311524	0.00782683	0.00405225	0.0160061	0.00994282	0.0500976	0.0097987	0.0149602	0.00446561	0.0113963	0.00622999	0.0352317	0.00652746	0.0245456	0.00869613	0.00391726	0.00544254	0.0155637	0.0147078	0.0271468	0.0126749	0.0207598	0.01423206	-4.252258	2.022531	0.29595	0.657388	1.07054	1.97612	0.07619935	0	98.68108	7.180583e-05	0.5271559	40.2953	52.3548	747.2893
860	-10878.25	-10888.02	9.764721	0.237959	0.319862	1.04989	0.07265002	0.07292254	0.001545383	0.000956536	0.000885898	0.000591181	0.00239823	0.0011652	0.00641633	0.00134294	0.00142512	0.000565764	0.00143418	0.000732117	0.00183657	0.000657455	0.00138789	0.0017504	0.000521057	0.00339108	0.00101588	0.00198461	0.000904666	0.00144353	0.00119179	0.001656378	0.6011777	0.67239	0.0845161	0.243094	2.01717	0.253548	0.729282	0.00475922	0.00440776	0.0029414	0.0119323	0.00579743	0.0319243	0.00668174	0.00709066	0.00281494	0.00713574	0.00364263	0.0091378	0.00327115	0.00690541	0.00870909	0.00259251	0.0168722	0.00505451	0.00987438	0.00450114	0.00718224	0.00592971	0.007689016	-4.867963	5.292383	0.513786	0.810645	1.08276	1.59281	0.0002725235	0	98.18895	9.250003e-06	0.003737164	46.751	52.3548	744.8702
870	-10864.71	-10874.93	10.22423	0.214041	0.613427	0.897702	0.07442077	0.268176	0.001411772	0.00191839	0.00102512	0.000369399	0.00159786	0.00141677	0.00492182	0.0010676	0.00167534	0.000722364	0.00163243	0.00082066	0.00285106	0.000357594	0.00129463	0.000595981	0.000401879	0.00225083	0.000892413	0.00108207	0.00232591	0.00105208	0.000786801	0.00151383	0.6131158	0.610968	0.0948839	0.294148	1.8329	0.284652	0.882445	0.00997278	0.00532912	0.00192033	0.00830651	0.0073651	0.0255862	0.00554991	0.00870927	0.00375522	0.0084862	0.00426622	0.0148213	0.00185896	0.00673013	0.00309822	0.00208918	0.011701	0.00463922	0.00562518	0.0120913	0.00546924	0.0040902	0.007339122	-4.914536	8.803491	0.609911	0.860717	1.07485	1.45452	0.1937552	0	99.04514	4.664951e-05	0.7224928	34.5979	52.3548	700.8053
880	-10873.42	-10881.65	8.234575	0.274654	0.542917	1.02094	0.04602861	0.8436941	0.001617688	0.000757171	0.00136803	0.000551827	0.00214375	0.001348	0.00586729	0.00136605	0.00185023	0.000605614	0.00121396	0.0011243	0.00114286	0.000459279	0.00149198	0.00169138	0.000404892	0.00120975	0.000972771	0.00110659	0.00377021	0.00119992	0.00394327	0.001782831	0.7042878	0.578408	0.107346	0.314246	1.73522	0.322038	0.942739	0.00230119	0.00415771	0.00167711	0.00651527	0.00409681	0.0178318	0.0041517	0.00562319	0.00184058	0.00368945	0.00341695	0.00347336	0.00139584	0.00453441	0.00514044	0.00123054	0.00367667	0.00295644	0.00336315	0.0114584	0.0036468	0.0119843	0.004916462	-5.315166	7.34823	0.57761	0.844788	1.07814	1.49946	0.7976655	0	98.52627	6.266759e-05	0.945444	39.153	52.3548	619.4539
890	-10875.55	-10881.41	5.862071	0.2221	0.760663	0.975516	0.05104442	0.9356328	0.001765001	0.00185126	0.00132669	0.000591925	0.00227351	0.00152931	0.0064502	0.00127762	0.00229394	0.000565778	0.0019316	0.00129491	0.00556818	0.000354336	0.00230655	0.000884166	0.000667985	0.00159556	0.00266839	0.000871409	0.00100587	0.00109064	0.000430197	0.001598248	0.6158456	0.651779	0.0862731	0.261948	1.95534	0.258819	0.785845	0.00895111	0.00641473	0.00286203	0.0109927	0.00739442	0.0311876	0.00617747	0.0110915	0.00273561	0.00933953	0.00626106	0.0269229	0.00171326	0.0111525	0.00427506	0.0032298	0.00771475	0.012902	0.00421338	0.00486351	0.0052734	0.00208006	0.008534015	-4.763695	4.707114	0.489439	0.796586	1.08377	1.6302	0.8845884	0	93.55037	2.872571e-05	0.945444	40.5138	52.3548	647.1385
900	-10880.08	-10887.18	7.0995	0.228506	0.677528	0.779602	0.06233527	0.3608221	0.001759876	0.000906064	0.00150745	0.000606454	0.00160743	0.00103342	0.00573891	0.00161926	0.0019039	0.000677018	0.00219755	0.00216863	0.00484866	0.00142118	0.00222436	0.000504529	0.00147037	0.000914117	0.000877432	0.00146441	0.00226088	0.00176401	0.00100124	0.001532485	0.6731112	0.605355	0.0956813	0.298964	1.81607	0.287044	0.896891	0.0058522	0.00973653	0.00391704	0.0103823	0.00667478	0.0370672	0.0104587	0.0122971	0.00437281	0.0141938	0.014007	0.0313172	0.0091793	0.014367	0.00325872	0.00949699	0.00590421	0.00566727	0.00945854	0.0146029	0.0113936	0.00646692	0.01136692	-4.477048	4.707114	0.489439	0.796586	1.08377	1.6302	0.2984868	1	92.34545	3.795924e-05	0.827241	44.1562	52.3548	573.0539
910	-10868.9	-10883.07	14.17504	0.246143	0.445228	0.714174	0.05440949	0.4026297	0.001441073	0.00150144	0.000814026	0.000611135	0.00161911	0.00108777	0.00565105	0.00202545	0.00191035	0.000897746	0.00171064	0.00141019	0.00109653	0.000727735	0.00104585	0.00144617	0.00141362	0.000533653	0.000696276	0.0016554	0.00112443	0.000988879	0.00173617	0.001314116	0.5041904	0.577823	0.111875	0.310302	1.73347	0.335626	0.930905	0.00606664	0.00328911	0.00246932	0.00654209	0.00439518	0.0228333	0.00818393	0.00771884	0.00362738	0.00691193	0.00569792	0.00443058	0.00294045	0.00422581	0.00584331	0.00571178	0.00215625	0.00281333	0.0066887	0.0045433	0.00399561	0.00701506	0.00582272	-5.145988	2.153172	0.310898	0.670372	1.07339	1.94534	0.3482202	0	98.99229	8.262924e-05	0.8648647	46.5868	52.3548	620.6518
920	-10879.59	-10881.44	1.847031	0.223762	0.66771	0.792645	0.08352979	0.3785336	0.001923554	0.000589811	0.0015053	0.00107398	0.0017677	0.0010593	0.006638	0.00244378	0.00135273	0.000847004	0.00149863	0.00138998	0.00749337	0.000659569	0.00102689	0.00144617	0.00100348	0.000755815	0.00110774	0.00157317	0.00455048	0.000894406	0.00164088	0.001389113	0.6661155	0.590949	0.108848	0.300204	1.77285	0.326543	0.900611	0.00213614	0.00545177	0.00388967	0.00640214	0.0038365	0.024041	0.0088507	0.00489923	0.00306762	0.00542764	0.00503411	0.0271389	0.00238878	0.00371911	0.00523763	0.00363433	0.00273736	0.00401194	0.00569759	0.0164806	0.00323929	0.00594284	0.006966587	-4.96663	6.869526	0.565048	0.838358	1.07926	1.51734	0.2950039	0	89.7919	0.0001258117	0.7793332	36.9133	52.177	551.8182
930	-10872.56	-10879.17	6.608644	0.213961	0.513672	1.09969	0.04260998	1.054877	0.00195536	0.00129651	0.00168385	0.00103574	0.00179018	0.00147337	0.00671038	0.00216707	0.00162812	0.000734604	0.00140912	0.0015245	0.00431654	0.00348494	0.00126993	0.00154738	0.00169182	0.000803288	0.000738646	0.00204363	0.000458853	0.00219663	0.00301282	0.001874176	0.6168914	0.629327	0.0972279	0.273445	1.88798	0.291684	0.820336	0.00573496	0.00744834	0.00458149	0.00791866	0.00651728	0.0296826	0.00958578	0.00720181	0.00324944	0.00623307	0.00674344	0.0190937	0.0154152	0.00561739	0.00684465	0.00748357	0.00355326	0.00326732	0.00903977	0.00202969	0.00971654	0.0133269	0.008649315	-4.750275	4.787058	0.492986	0.798673	1.08365	1.62469	1.012267	0	96.08324	1.528148e-05	0.9596067	37.628	52.177	575.1094
940	-10876.67	-10883.11	6.436309	0.230014	0.59088	0.801564	0.05270165	0.7208434	0.001948544	0.00276636	0.0015612	0.000787598	0.00175936	0.00157909	0.00522321	0.00238841	0.00107189	0.000789216	0.00124033	0.00135105	0.00603612	0.00303504	0.00115209	0.00257535	0.00067129	0.000734249	0.000741857	0.00131233	0.0010211	0.00315573	0.00191509	0.001982558	0.5047166	0.587081	0.111444	0.301475	1.76124	0.334333	0.904424	0.0159153	0.00898185	0.00453117	0.0101219	0.00908475	0.0300499	0.0137409	0.00616678	0.00454048	0.00713581	0.00777282	0.0347267	0.017461	0.00662814	0.0148164	0.00386204	0.00422425	0.00426802	0.00755004	0.00587456	0.0181554	0.0110178	0.01121028	-4.490924	2.049867	0.299156	0.660214	1.07119	1.96944	0.6681418	0	99.50662	4.035642e-05	0.9268889	34.2653	52.177	556.1115
950	-10884.16	-10887.13	2.974219	0.247759	0.822095	0.959125	0.04942804	0.447633	0.002002826	0.001652	0.00164924	0.000971966	0.00220763	0.00116069	0.00673771	0.00142808	0.00120988	0.000775769	0.00124033	0.00185428	0.00338134	0.00164815	0.00153701	0.00145395	0.000900395	0.00486127	0.000890835	0.00111996	0.00369918	0.00204293	0.00163958	0.001492844	0.5047166	0.60915	0.0920671	0.298783	1.82745	0.276201	0.896348	0.0107008	0.0106829	0.00629587	0.0142998	0.00751829	0.0436433	0.00925035	0.00783695	0.00502501	0.00803418	0.012011	0.0219025	0.0106758	0.00995589	0.00941791	0.00583227	0.0314886	0.00577034	0.00725452	0.0239613	0.013233	0.0106203	0.01297322	-4.344868	2.049867	0.299156	0.660214	1.07119	1.96944	0.3982049	0	88.91595	7.5017e-05	0.8895791	45.9699	52.177	573.3265
960	-10884.85	-10880.32	-4.525574	0.219665	0.445737	0.682461	0.03379909	0.5796755	0.002527605	0.000965768	0.00168267	0.00075037	0.0021454	0.000959693	0.00656863	0.00173504	0.00142328	0.000728692	0.00141086	0.00171871	0.00532798	0.00111747	0.00147101	0.00694739	0.00211993	0.00130802	0.00445587	0.00082038	0.00483789	0.00313074	0.00398154	0.002503128	0.6925346	0.607414	0.0944245	0.298162	1.82224	0.283274	0.894486	0.00130061	0.00226606	0.00101053	0.00288923	0.00129243	0.00884603	0.00233659	0.00191674	0.000981335	0.00190001	0.0023146	0.00717523	0.00150491	0.00198102	0.0093561	0.00285493	0.00176152	0.00600076	0.00110481	0.00651522	0.0042162	0.00536197	0.003403947	-5.68282	0.5384804	0.0407228	0.276296	0.846367	2.83661	0.5458764	0	92.4575	2.069461e-05	0.9416931	43.0992	52.177	583.82
970	-10883.45	-10876.28	-7.170418	0.233238	0.521168	0.920798	0.0600035	0.5570556	0.003353619	0.00535011	0.00116767	0.00075037	0.00242041	0.00187359	0.00711559	0.00234432	0.00150962	0.00115395	0.00123939	0.00150152	0.00207797	0.001272	0.00107663	0.00302141	0.00693873	0.0038919	0.00303002	0.00155587	0.00267143	0.00727184	0.0145453	0.003212995	0.6996681	0.582848	0.0970993	0.320053	1.74854	0.291298	0.960158	0.0134781	0.00294164	0.00189035	0.00609756	0.00472	0.0179258	0.00590587	0.00380309	0.00290707	0.0031223	0.00378268	0.00523488	0.00320445	0.00271228	0.00761163	0.0174802	0.00980458	0.00763332	0.00391959	0.00672995	0.0183194	0.0366429	0.008448532	-4.773763	8.6753	0.607365	0.859492	1.07513	1.45801	0.4970521	0	100.0327	5.996668e-05	0.8922845	40.9762	52.177	506.857
980	-10891.62	-10883.82	-7.806108	0.21187	0.935428	0.862264	0.05952659	0.6912019	0.003424277	0.0113955	0.0017493	0.00127083	0.00188498	0.00207078	0.00590781	0.00349388	0.00144136	0.00103549	0.00130181	0.00113429	0.00096537	0.00305799	0.00114995	0.00276907	0.00693873	0.00214353	0.000931798	0.00140188	0.00556777	0.0154744	0.0022476	0.003490803	0.7587639	0.593214	0.10301	0.303776	1.77964	0.309029	0.911328	0.0378185	0.00580544	0.00421753	0.00625572	0.00687235	0.0196064	0.0115952	0.00478346	0.00343651	0.00432036	0.00376439	0.00320379	0.0101486	0.00381636	0.00918977	0.0230277	0.00711379	0.00309238	0.00465246	0.0184779	0.0513552	0.00745915	0.01136422	-4.477285	5.341973	0.515689	0.811718	1.08266	1.58993	0.6316754	0	96.91321	4.075641e-05	0.9138796	46.8438	52.4377	482.8773
990	-10890.55	-10883.08	-7.475501	0.285561	0.782612	0.760815	0.08200756	0.6866905	0.003518446	0.00151987	0.00168781	0.000695618	0.00298694	0.00155015	0.00753085	0.00279244	0.00167232	0.0008536	0.0016597	0.00138839	0.00443656	0.00151872	0.00199363	0.0018133	0.00460396	0.00927001	0.00309449	0.00194788	0.00756026	0.0128353	0.00399403	0.003433726	0.7685673	0.591832	0.0968271	0.311341	1.77549	0.290481	0.934024	0.00737173	0.00818626	0.0033739	0.0144873	0.00751856	0.0365263	0.0135439	0.00811112	0.00414015	0.00804989	0.00673398	0.0215183	0.00736612	0.00966953	0.00879492	0.0223302	0.0449616	0.015009	0.00944764	0.0366689	0.062254	0.0193719	0.01706524	-4.070712	2.833097	0.375923	0.721847	1.08156	1.82067	0.604683	0	96.05373	3.973632e-05	0.8805757	35.4833	52.4377	484.5977
1000	-10870.69	-10875.85	5.157444	0.225474	0.854825	0.974788	0.08200756	0.6046375	0.002305477	0.0023084	0.00172431	0.000866618	0.00223591	0.00184893	0.00682925	0.00341378	0.00167232	0.000956212	0.00166394	0.00162889	0.00209398	0.00130597	0.00122922	0.00112708	0.00306592	0.00570702	0.00332072	0.00208126	0.00121447	0.00167813	0.00274818	0.002143836	0.4120495	0.580826	0.109944	0.30923	1.74248	0.329831	0.927691	0.00651868	0.00486928	0.00244724	0.00631398	0.00522119	0.0192851	0.00964017	0.00472246	0.00270025	0.00469881	0.00459982	0.0059132	0.00368793	0.00347118	0.00318276	0.00865786	0.0161161	0.00937738	0.00587726	0.00342954	0.00473887	0.00776058	0.006510436	-5.034349	8.767939	0.60921	0.86038	1.07493	1.45548	0.5226299	0	95.07734	6.800462e-05	0.864369	34.2897	52.4377	467.0891
1010	-10881.65	-10878.48	-3.170474	0.227363	0.567909	1.0618	0.04055613	0.4975906	0.002324564	0.00217618	0.0018265	0.000423679	0.00207316	0.00158836	0.00601181	0.00313396	0.00179951	0.000632886	0.00185718	0.00217727	0.00127782	0.00234573	0.000735359	0.00112708	0.00312831	0.0095265	0.00164855	0.0016337	0.000767564	0.00263508	0.00261423	0.002143836	0.6376352	0.606009	0.106117	0.287874	1.81803	0.31835	0.863623	0.00698207	0.00586017	0.00135934	0.00665157	0.0050961	0.0192884	0.010055	0.00577356	0.00203056	0.00595861	0.00698557	0.00409977	0.00752608	0.00235934	0.00361613	0.0100369	0.0305649	0.00528924	0.00524158	0.00246266	0.00845442	0.00838752	0.007458162	-4.898446	2.590004	0.354827	0.705963	1.07958	1.85963	0.4570345	0	99.36023	4.794884e-05	0.918495	41.9309	52.4377	521.2083
1020	-10878.04	-10883.17	5.138393	0.192516	0.531381	0.914968	0.04629181	1.305597	0.002163651	0.00119123	0.00209044	0.0014806	0.00246217	0.00218991	0.00616937	0.00335256	0.00190294	0.000558818	0.00161359	0.00271272	0.00235439	0.000921983	0.00104031	0.000957336	0.00264025	0.00110584	0.00175588	0.00238066	0.00130452	0.00327569	0.00413911	0.00205355	0.6262313	0.609374	0.0997149	0.290911	1.82812	0.299145	0.872734	0.00439854	0.00771881	0.00546703	0.0090914	0.00808611	0.02278	0.0123791	0.00702648	0.0020634	0.0059581	0.0100166	0.00869344	0.00340437	0.00384127	0.0035349	0.00974895	0.00408326	0.00648347	0.00879043	0.00481685	0.0120953	0.0152834	0.007989147	-4.829671	0.8621816	0.108705	0.431014	0.9728	2.48748	1.259305	0	88.40828	3.916606e-05	0.9645436	39.9336	52.4377	505.542
1030	-10872.24	-10877.01	4.775209	0.216458	0.521868	1.05709	0.05090267	1.43564	0.002174371	0.00125845	0.00207768	0.00145487	0.00218716	0.00206084	0.00738393	0.00341259	0.00180544	0.0007101	0.00182056	0.00260426	0.00266397	0.0039982	0.000880171	0.00199543	0.000897166	0.000414626	0.00198935	0.00149908	0.00152601	0.00105718	0.00413911	0.002283057	0.6262313	0.577768	0.100675	0.321556	1.7333	0.302026	0.964669	0.00595612	0.00983342	0.00688575	0.0103516	0.00975373	0.0349473	0.0161514	0.00854495	0.00336083	0.00861653	0.0123257	0.0126083	0.018923	0.00416576	0.00944414	0.00424619	0.00196238	0.00941536	0.00709496	0.00722246	0.00500351	0.01959	0.01029107	-4.576479	8.017388	0.593444	0.852703	1.0766	1.47725	1.384737	0	97.02453	2.123982e-05	0.9645436	39.9034	52.4377	474.0379
1040	-10874.3	-10875.91	1.614087	0.18898	0.589741	0.945591	0.04686739	1.321831	0.002569927	0.0024494	0.00181208	0.00119319	0.00239702	0.00218127	0.00994864	0.00337339	0.0024086	0.000973426	0.00190355	0.00160215	0.00724169	0.00236709	0.0010229	0.00188875	0.00117438	0.00088273	0.00276653	0.00210076	0.00163939	0.00142862	0.00378282	0.002793827	0.6262313	0.62014	0.0801717	0.299689	1.86042	0.240515	0.899066	0.00948156	0.0070145	0.00461881	0.00927881	0.00844362	0.0385109	0.0130583	0.00932363	0.0037681	0.00736859	0.00620186	0.0280324	0.00916294	0.0039596	0.00731129	0.00454601	0.00341702	0.0107092	0.00813197	0.00634602	0.00553016	0.0146432	0.009948109	-4.610373	4.874372	0.496775	0.800887	1.08351	1.61882	1.274963	0	95.53189	1.80225e-05	0.9645436	39.9866	52.4377	496.5549
1050	-10876.54	-10873.6	-2.939872	0.214276	0.666452	0.761147	0.06470294	1.824858	0.003143955	0.00625386	0.00197808	0.00068282	0.00267992	0.00252054	0.00950439	0.00251497	0.00297296	0.000896842	0.00235097	0.00183942	0.0041392	0.00354667	0.00296277	0.00176339	0.00313657	0.00262836	0.00662267	0.00310891	0.000994924	0.00293027	0.00313851	0.002991549	0.6211718	0.674734	0.0790803	0.246185	2.0242	0.237241	0.738556	0.0154588	0.00488958	0.00168785	0.00662444	0.00623048	0.0234937	0.0062167	0.0073488	0.00221689	0.00581133	0.00454682	0.0102316	0.00876695	0.00732363	0.0043589	0.00775324	0.00649699	0.0163705	0.00768485	0.00245934	0.00724328	0.00775803	0.007771487	-4.857294	3.93843	0.450948	0.773053	1.08441	1.69159	1.760155	0	91.74822	4.188474e-05	0.9645436	35.8087	52.4377	456.9565
1060	-10882.05	-10883.52	1.469752	0.240225	0.559725	0.982117	0.06380933	1.799655	0.002688121	0.00197026	0.0024101	0.00115616	0.00247932	0.00227838	0.00782971	0.00235472	0.0027784	0.000818111	0.00251097	0.00147499	0.00220296	0.000924825	0.00286749	0.00174792	0.00176897	0.00555363	0.00188885	0.00258704	0.00510775	0.00171155	0.00471655	0.002643847	0.5936712	0.623944	0.0807416	0.295314	1.87183	0.242225	0.885942	0.00593083	0.00725483	0.00348024	0.00746318	0.00685833	0.0235688	0.00708813	0.00836347	0.00246266	0.00755845	0.00443999	0.00663129	0.00278388	0.00863164	0.00526155	0.0053249	0.0167174	0.00568578	0.00778745	0.0153752	0.00515205	0.0141976	0.008091711	-4.816915	9.55422	0.623872	0.867344	1.07325	1.43553	1.735845	0	96.26129	0.0001095189	0.9645436	37.2349	52.4377	445.0526
1070	-10872.29	-10881	8.710092	0.216193	0.421906	0.888994	0.09122455	0.8643468	0.002514548	0.002299	0.00207561	0.000992283	0.00260324	0.00228764	0.0090218	0.00244058	0.00248942	0.00114765	0.00220021	0.00172561	0.00195431	0.00319807	0.00149881	0.00197758	0.000842477	0.00215706	0.00257813	0.00238242	0.00146577	0.00477221	0.00321015	0.00223807	0.435379	0.594192	0.102893	0.302914	1.78258	0.30868	0.908742	0.0131663	0.011887	0.00568279	0.0149087	0.0131013	0.0516678	0.0139772	0.0142569	0.00657258	0.0126006	0.00988257	0.0111923	0.0183153	0.00858367	0.0113256	0.00482486	0.0123535	0.014765	0.0136441	0.00839442	0.0273304	0.0183845	0.01440079	-4.240472	2.537746	0.350006	0.70223	1.07904	1.86872	0.7731223	0	99.85823	3.993573e-05	0.8944584	43.0853	52.4377	375.9603
1080	-10883.86	-10884.17	0.3105772	0.253355	0.557275	0.787635	0.07772811	0.2747923	0.00239649	0.0017742	0.00220199	0.000791701	0.00229548	0.00168887	0.00749109	0.00291505	0.0022657	0.000979376	0.0017098	0.00242069	0.00416694	0.00248126	0.00149881	0.00351309	0.000822043	0.00195922	0.00205707	0.00194318	0.00192482	0.00150424	0.00431817	0.002801594	0.6908236	0.609137	0.106887	0.283976	1.82741	0.320662	0.851927	0.0268811	0.0333626	0.0119951	0.0347791	0.0255882	0.113498	0.0441662	0.0343278	0.0148386	0.0259054	0.036676	0.0631336	0.0375938	0.0227086	0.0532272	0.0124548	0.0296843	0.0311668	0.0294413	0.0291632	0.0227909	0.065425	0.03630945	-3.315677	4.693936	0.488847	0.796237	1.08379	1.63112	0.1970642	0	96.12625	7.47044e-05	0.7171387	35.5806	52.4377	453.3972
1090	-10883.78	-10883.58	-0.1959708	0.233138	0.633955	1.04608	0.08623798	0.3425418	0.002540714	0.0017742	0.00166648	0.00257136	0.00276803	0.00139003	0.00850912	0.0028326	0.00229561	0.000972773	0.00186885	0.00180584	0.00356367	0.00627809	0.00149881	0.000927764	0.00106607	0.00104749	0.00231956	0.00145858	0.00216504	0.00382772	0.00328801	0.002452859	0.5792573	0.633848	0.0864587	0.279693	1.90154	0.259376	0.83908	0.0036007	0.00338208	0.0052185	0.00561764	0.00282102	0.017269	0.00574869	0.00465889	0.00197422	0.00379278	0.0036649	0.00723237	0.0127412	0.00304179	0.00188287	0.00216357	0.00212585	0.00470748	0.00296016	0.0043939	0.00776825	0.00667294	0.005156311	-5.267534	2.707845	0.365317	0.713952	1.08064	1.8401	0.2563038	0	93.75718	5.071554e-05	0.748241	39.6466	52.4377	499.0107
